speech,emotion
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_kite_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_knock_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_late_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_laud_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_lean_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_learn_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_lease_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_lid_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_life_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_limb_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_live_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_loaf_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_long_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_lore_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_lose_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_lot_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_love_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_luck_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_make_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_match_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_merge_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_mess_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_met_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_mill_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_mob_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_mode_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_mood_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_moon_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_mop_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_mouse_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_nag_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_name_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_near_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_neat_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_nice_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_note_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_numb_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_pad_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_page_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_pain_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_pass_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_pearl_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_peg_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_perch_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_phone_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_pick_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_pike_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_pole_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_pool_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_puff_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_rag_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_raid_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_rain_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_raise_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_rat_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_reach_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_read_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_red_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_ring_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_ripe_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_road_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_room_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_rose_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_rot_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_rough_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_rush_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_said_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_sail_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_search_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_seize_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_sell_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_shack_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_shall_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_shawl_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_sheep_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_shirt_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_should_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_shout_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_size_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_soap_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_soup_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_sour_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_south_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_sub_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_such_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_sure_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_take_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_talk_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_tape_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_team_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_tell_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_thin_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_third_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_thought_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_thumb_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_time_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_tip_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_tire_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_ton_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_tool_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_tough_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_turn_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_vine_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_voice_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_void_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_vote_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_wag_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_walk_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_wash_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_week_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_wheat_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_when_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_which_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_whip_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_white_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_wife_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_wire_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_witch_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_yearn_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_yes_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_young_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_youth_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_back_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_bar_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_base_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_bath_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_bean_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_beg_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_bite_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_boat_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_bone_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_book_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_bought_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_burn_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_cab_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_calm_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_came_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_cause_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_chain_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_chair_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_chalk_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_chat_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_check_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_cheek_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_chief_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_choice_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_cool_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_dab_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_date_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_dead_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_death_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_deep_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_dime_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_dip_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_ditch_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_dodge_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_dog_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_doll_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_door_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_fail_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_fall_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_far_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_fat_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_fit_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_five_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_food_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_gap_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_gas_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_gaze_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_germ_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_get_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_gin_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_goal_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_good_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_goose_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_gun_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_half_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_hall_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_hash_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_hate_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_have_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_haze_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_hire_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_hit_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_hole_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_home_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_hurl_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_hush_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_jail_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_jar_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_join_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_judge_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_jug_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_juice_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_keen_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_keep_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_keg_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_kick_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_kill_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_king_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_kite_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_knock_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_late_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_laud_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_lean_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_learn_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_lease_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_lid_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_life_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_limb_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_live_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_loaf_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_long_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_lore_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_lose_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_lot_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_love_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_luck_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_make_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_match_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_merge_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_mess_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_met_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_mill_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_mob_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_mode_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_mood_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_moon_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_mop_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_mouse_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_nag_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_name_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_near_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_neat_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_nice_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_note_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_numb_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_pad_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_page_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_pain_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_pass_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_pearl_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_peg_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_perch_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_phone_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_pick_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_pike_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_pole_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_pool_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_puff_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_rag_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_raid_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_rain_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_raise_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_rat_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_reach_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_read_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_red_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_ring_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_ripe_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_road_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_room_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_rose_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_rot_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_rough_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_rush_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_said_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_sail_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_search_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_seize_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_sell_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_shack_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_shall_fear.wav,fear
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_fear/OAF_shawl_fear.wav,fear
